,date,rating_review,reviews
2263,24-05-2016 ,5.0,"My wife and I have a simple rule when it comes to travels, a simple rule - I.e doesn't matter how good a restaurant is, we eat it once. And let the rest be cravings and memories that gives us an excuse to come back.Catalana was the restaurant that broke that rule for us. The dining experience was so exceptional that we couldn't resist going back the next meal! Though we had to wait 80 minutes for dinner and around 20min for lunch, the moment you embrace their food, all the lost time becomes a distant past. Food variety is not huge, but enough to keep you guessing and surprised. Produce is extremely fresh and service is top knotch  "
2264,24-05-2016 ,5.0,"We were staying in Barcelona for a few days after disembarking from the brand new Carnival Vista. We were traveling with old college friends. As this was our second visit to Barcelona, and their first, we were acting as tour guide.Our friends, however, came prepared with a list to places to visit and one particular restaurant: Cerveseria Catalana.What a find! It was walking distance from the Marriott's Renaissance Barcelona, our hotel during our stay. We walked past expensive sidewalk cafes to reach Cerveseria Catalana. We were greeted with a line of people waiting for tables. With our name added to the list, we moved to the bar to wait. There we received our first pleasant surprise: a glass of fabulous wine for 2€. That made the hour long wait tolerable. A second round didn't hurt either.Word of advise: check frequently with the hostess to make sure you are not lost in the queue.Once we were seated, more wine was served and the difficult task of selecting our tapas items began. The potato with egg dish was unbelievable and the final step in its preparation is done table side. One is large enough to share among four people assuming other dishes are on the way. You can never go wrong with the ham dishes in Barcelona and the seafood they served must have been swimming in the Med that morning.Just as with the wine, the food prices are very reasonable. We spent half as much as we had the night before at another tapas bar for more food and wine and in a more pleasant atmosphere.The bar area can be crowded and noisy, but offers a easy way to scope out the tapas selections. If you seek a calmer atmosphere, the restaurant winds around to a more open area with less congestion and noise. Outdoor seating is also available.A place we will visit again on a return trip to Barcelona."
2265,24-05-2016 ,5.0,"server was great, we ordered so many tapas that we were very full and happy! all dishes were great! clean and great service. but it gets really busy after 8 pm, so try to have a late lunch or early dinner"
2266,23-05-2016 ,5.0,"Truuuuusssst if in Barcelona this is the tapas spot you need to visit, fantastic array of tapas, great variation of meat, fish and vegetarian dishes, buzzing atmosphere and great staff, but make sure you go early as it gets very busy from 8pm onwards!"
2267,23-05-2016 ,4.0,"I have been recommended this place by a number of friends and actually last time I tried we couldn't get in as it was too busy, 2hr waiting and that was at 11pm. So this means they are obviously doing something right, the food is stunning and cannot be faulted, I actually enjoyed the Tapas at the bar whilst waiting for the table more than the main event. I have a feeling that before this hit the tourist map it was amazing and that the atmosphere was 100% Catalan, but now I feel it is a little diluted by the large number of tourists (yes like me) so I guess you don't get the full experience. It is well worth a visit but don't be disappointed if you don't get in there are loads of other great Tapas restaurants - the fun is finding them!"
2268,22-05-2016 ,5.0,Incredible tapas. Creative. Served beautifully. Fantastic menu selection. Really a fun place but be prepared for a wait (it's worth it!). We sat at the bar and wait staff were an absolute delight. Probably the best meal in 3 weeks in Spain and Portugal. A lot of fun at this place. Spoke excellent English. Don't miss this place if you are in Barcelona.
2269,22-05-2016 ,5.0,This is the only place to go when in Barcelona atmosphere fantastic food fantastic staff fantastic best time to go before 8pm as it gets very crowded and you will have to wait for up to an hour for a table but it is well worth the wait we went two out of three nights during our stay in Barcelona there can be up to for they people waiting at any one time for a table the staff are so organized and calm and run the whole operation very efficiently they even remembered our names the second night we returned which was unbelievable if in Barcelona this is a must
2270,22-05-2016 ,5.0,"Get there early though queuing is worth the wait. Always packed out we had delicious lunch tapas and dinner tapas. Staff were efficient and very helpful, and food absolutely lovely. We were able to sit at the bar for one lunch and so could see some of the wonderful tapas and try them. But as we returned for evening meal, we were delighted to be seated in the extensive seating area.Every dish was delightful."
2271,22-05-2016 ,5.0,"The service here is second to none, efficient, courteous, fast. Our server Gloria explained dishes, knew to stagger their arrival so as not to overwhelm the table, and unlike so many restaurants out there, we did not have to wait for the card machine for 15 minutes - a server brought it over immediately. All of this despite the place being absolutely heaving with customers, and a queue out the door.The food was great tasting, varied and well-priced. We had 6 tapas, 2 deserts and a coffee for a reasonable 40 euros. Recommended: cold prawns, jamon platter, octopus. Compared to the tapas restaurants we have visited, the strength of this place is consistently good food. Others may have been perhaps more surprising, but were sometimes hit and miss.Tips: get there early - we arrived 7.45pm and had to wait for a table. It was a short wait of 10 minutes but still very busy. When you arrive, go directly to the lady behind the desk to put your name on the list for a table. Hang around the bar to listen for your name. If you can find a seat at the bar, sit down and order drinks, then take them with you to the table. Don't be discouraged if you are told 30 mins wait time. It seems many people miss their booking, and our wait time was shortened to just 10 minutes. Have a good night!"
2272,22-05-2016 ,4.0,My wife and I ate here on our first night in Barcelona. This restaurant was recommended through our hotel and came recommended from friends. We had a very good dinner and the restaurant has very traditional tapas dishes. The prices were very reasonable. The only drawback would be that the restaurant does tend to have more tourists than many of the places we ate later in the week. 
2273,22-05-2016 ,4.0,"Large, and full of locals, this tapas bar in central Barcelona offers a wide assortment of well-made tapas. Good for a snack, or for dinner."
2274,22-05-2016 ,5.0,Very good food at reasonable prices in a good atmosphere. Recommend the shrimp. Will be going back very soon
2275,21-05-2016 ,5.0,"A wide assortment of tapas that should be able to satisfy anyone's appetite. All of my choices were very tasty. The same was true for everyone else in our party. The only drawback to this restaurant, besides being so popular and crowded, is that they do not take reservations. Patience is needed if you want to experience some tasty and different tapas."
2276,21-05-2016 ,5.0,The best tapas place in Barcelona . Ok confession we went them 5 times in 5 days ; that's how much we found this place good. Tasty salad and tasty tapas . The best I had I the whole of Spain . Recommend strongly ! 
2277,21-05-2016 ,3.0,"Because of the good reviews on tripadvisor we've went to this restaurant. We can describe this restaurant the best as a tapas factory. Although it tasted okay, we didn't had the impression that the tapas were made with love and care. Perhaps because of the high turnaround. If you're looking for standard tapas (like patatas bravas) you can go here. If you do, and you're going for diner, don't forget to make a reservation!"
2278,21-05-2016 ,5.0,So popular it is hard to get in. Fantastic Tapas if you can stand the wait and crowds. Not sure if they take reservations.
2279,21-05-2016 ,5.0,"Hey everyone,Another big surprise concerning this bar tapas, in Barcelona at Carrer de Mallorca (close from the station Passeig de Gracia). You won't regret your choice!With some friends, we went during the week after 8pm and the waiter told us that it may take about hour time to get a table. The place was crowed and full! Surprisingly we waited 10 minutes and we had a table inside (they have also a bar and a terrace).The prices were quite cheap, the waiters took care of us and the food was so delicious! In total with beverages and desserts, we paid 28€ each person and we had some leftovers.So place to be to eat very tasty tapas!"
2280,21-05-2016 ,5.0,"We already came in that place last october, I rembember it was good but I remember we had to wait for an hour to eat. Which I never do usually So I was not looking forward to come back here. But we gave it another shot and OMG it was much better than I remembered!!!The grilled gambas were crazy good, Iberian ham and pimientos del padron (the boss little green peppers) are my favoutite. Si be patient, you have the possibility to go shopping or have a drink near by so it's not that horrible! Just come before you are really hungry because it is always crowded!! And we understand why!! "
2281,20-05-2016 ,5.0,Love this place - will always comeBack with work friends family - whoever enjoys great food !!!Great tapas plenty of Catalan food and good atmosphere ;-)
2282,20-05-2016 ,5.0,"Great variety of tapas, sandwiches, small plates to order from. All excellent food, quick service good house wine by the glass. Waitress was helpful with ordering and menu was fairly easy to understand. Very crowded, popular place, but definitely recommend!"
2283,20-05-2016 ,4.0,"We were supposed to arrive at our hotel at about 22.15, drop our bags & get some food. No such luck! Thanks to Vueling/Iberia/Barcelona Airport we waited for over an hour & half for our luggage, some of it didn't turn up! After more mishaps we arrived & checked in, thanks to Ivan telling us about this place we got our food!Reasonable prices, great selection & helpful staff, what more could you want? At 00.30 we weren't expecting much but we were pleasantly surprised. We closed the place & the staff didn't hassle us to leave at all!! Give it a try during your trip,you won't be disappointed. "
2284,20-05-2016 ,5.0,"Food was excellent, good prices, service was excellent, sherwin the waiter, was polite. We had to wait 30 min for a outside seats , but it was well worth it. This is the place to go!!"
2285,20-05-2016 ,4.0,"We were staying in the Eixample district and had a few places we wanted to try. Every time we mentioned this place, people had great things to say, except they said it gets crowded and there is a long wait if you eat late. Being American, that is not an issue. We went around 6:30 and there was no wait. The food was excellent. They had a regular menu, available in English, and menu of the day, which was not. Our waiter translated any of the dishes when we asked, but he was in a hurry for us to order and after we finished our first round of tapas and wanted something else, he stood there rushing us to order something else. The food was excellent and we tried five different dishes, my personal favorite being the eggplant/goat cheese timbale. They had a good bottle of Spanish merlot for 15E. Total bill came to 46E and I would definitely go back. "
2286,20-05-2016 ,5.0,have always come back to this restaurant everytime I visit Barcelona as the food is so amazing and the quality and standard NEVER EVER drops!Pro tip: visit during their off peak hours to ensure quick seating. Peak hours will see a table wait of at least 1-1.5hours
2287,20-05-2016 ,5.0,"My husband and I ate here at the bar on in the late afternoon. We had tried to get in around 7:30pm a few days earlier and it was packed out the door. So we came back another day around 3:30 and found seating at the bar, which we wanted, without a long wait. (Soon after that the line got much longer). We enjoyed their Cava and Sangria while sampling quite a few tapas which were displayed right in front of us at the bar. Everything we ate was fresh and delicious! Some of the items we sampled were croissant with ham and mozzarella (served warm), montadino artichoke with jamon (ham), beef tenderloin montadino (DELICIOUS), avocado bow tie pasta, seafood crabmeat tapas. Definitely try to go here while visiting Barcelona!"
2288,20-05-2016 ,5.0,"This place is incredible! you have to wait at leat 30 minutes everyday to have a seat but it is worth of! best tapas I have ever tried, fresh fish, delicious meat, everything done at the moment and just in front of you! My best place is just at the bar, because you can choose directly what you prefer to eat and see how the waiter prepare the dish for you. Highly recommended"
2289,20-05-2016 ,4.0,"This restaurant was recommended to us by the owner of our B&B in Barcelona. It is always full and you cannot make prior bookings. The best advice I can give is get there early, before 8pm. You may still have to wait half an hour or so but it is worth it. If you don't mind sitting outside you can get a table earlier, just wait until a table leaves and ask the waiter if you can sit there. We were on the waiting list and this is what we did after waiting about 20 minutes for an indoor table. The tapas is really good and very reasonably priced, hence it being so busy."
2290,20-05-2016 ,5.0,"It is very difficult to find a table at this place, we had lunch at the bar which was very nice anyway! Every tapa we had was great! The staff is very kind and helped us to find the most tradicional tapas to try. The sangria is very good. The place, people and the atmosphere are cool!"
2291,19-05-2016 ,5.0,The place was recomended and it did live up to the high expectations. You do have to wait in line for like an hour if it its around dinner time. The food is great the portions are small but thats it. The service is great as well.
2292,19-05-2016 ,1.0,"Where are all of the good/excellent reviews coming from? This is the worst service I've ever had at a restaurant! Everything seemed to be too much trouble; I couldn't read any of the spanish tapas of the day menu so needed some help but didn't get any, I was then shown the tapas in the bar area to make it easier - it didn't as wasn't being told what things were called in Spanish on the menu & I could see in the face of the waitress that I was too much hard work. When the tapas arrived only 2 dishes came so I waited for the third... And waited... And waited until I asked where's the third dish, the response I was supposed to eat the 2 dishes first then have the third instead of enjoying the combination of flavours. 20 plus minutes the third dish arrived & by that time I just wanted to leave; as soon as I took the last bite of food I asked for the bill & then they couldn't even wait 30 seconds for me to find the change!I asked other diners for their experience & it wasn't just me disappointed in choice of restaurant.Why is this restaurant open when service is the last thing being taken care of?Don't waste your time or more importantly your money in this so-called restaurant, they need to learn that rudeness & putting customers under pressure to order/hurry up isn't inviting the culinary experience!"
2293,19-05-2016 ,4.0,La cerveseria serves great food and an impressive variety of delicious tapas. It is a well frequented spot and hence I had the feeling the staff was a bit in a rush! Go in early because later you'll have to wait long for seats!
2294,19-05-2016 ,5.0,Best tapas restaurant we hit while in Barcelona. A very busy and well-known place that is a tourist spot but not a tourist trap. 
2295,18-05-2016 ,5.0,"Our first day in Barcelona, after long plane rides and an encounter with a local pickpocket, we asked our hotel for somewhere we could get tapas fairly early because we were going to make it a very early night. They sent us to Cerveceria Catalana. I was so rummy that I didn't realize until later that it was the same place I had written in my journal to try based on other reviews. It was exactly what we wanted. The tapas were fresh and the real deal. Jamon and shrimp and patata bravas. We got in pretty easily because it was so early - perfect for getting over jet lag."
2296,18-05-2016 ,5.0,"I have visisted cerveceria every time that i return to Barcelona. The first few times i have gone in the evenings of a weekend and have had to wait for a while to be seated, however, do not let this put you off. The food is excellent and i can not fault it. The staff are lovely and i would definitely recommend eating here when in Barcelona"
2297,18-05-2016 ,5.0,"Cerveceria Catalana is a bustling place, with great variety of tapas, good selection of beverages and wonderful atmosphere. It can be chaotic and noisy and sometimes you have to wait quite a while before getting a table, but this is all part of the experience! The ingredients are always fresh! Highly recommended!"
2298,18-05-2016 ,5.0,"Incredible variety of authentic tapas and Spanish beverages, seems popular with locals which always indicates quality Spanish food. Very busy, however we were fortunate enough to be seated in the sun. Despite only having a few waiters, service was rapid and food was with us within 15 minutes of ordering. Highly recommended restaurant, very reasonably priced and excellent food/drink."
2299,18-05-2016 ,4.0,"Its a good place for tapas. They have good variety and very tasty. Service is fast and most of the time very friendly. Can not reserve, there's always a waiting list but it moves fast and you can have a glass of wine or beer while waiting. "
2300,18-05-2016 ,5.0,"Loved this restaurant. Tapas were wonderful. Service was fast and nice. It was busy, so getting their just prior to typical Barcelona dinner rush is wise. We got seated immediately, dined for about 1hr and all was great! Prices were right and the vibe was fun in that it is located right near the university. As we left, the line was out the door for seating which tells me this place is a favorite of many! I would dine hear again!"
2301,17-05-2016 ,3.0,This was our second time to the Cerveceria .If you don’t want to wait in long lines go in week days. The service isn’t the best. The taps are good.
2302,16-05-2016 ,5.0,That was one of our favorite restaurant in Barcelona. The food was amazing! Fresh and tasty. The service was so so but it worths to visit it!!
2303,15-05-2016 ,5.0,"We chose this restaurant based on some reviews we read on Trip Advisor and other friends. We went earlier on a Friday night and it was hopping with locals and tourists even before 8:30. We waited less time than we thought we'd need to and got a nice table inside. All the tapas were well worth it and we enjoyed the experience as well as the food. Very fresh, staff is helpful in recommending the specials and very accommodating to travelers who limp along in quasi Spanish!"
2304,14-05-2016 ,5.0,"I wasn't sure what to expect. We booked in advance and when we turned up the queue outside reminded me of a London bus stop. Swiftly arriving at our seats we ordered what seemed to be the whole menu. Needless to say, the food was exceptional, maybe a bit on the pricey side, but the place's definitely a winner."
2305,14-05-2016 ,5.0,"We were in a cab and were heading to Las Rambles for a bite, the driver recommended this restaurant. Line out the door so we put our name on list (hour wait) the hostess recommended going shopping and coming back in about half hour. We got lucky and two seats opened up at the bar. We had a pitcher of sangria that was delicious and some very tasty tapas. Our favorites were Four Cheese on a baguette, tenderloin with a small pepper on a baguette (so tender and delicious) and some fried artichokes. Everything was so good and the waiter at bar was very nice. We chatted about the presidential election in the States.Great experience/delicious food"
2306,14-05-2016 ,5.0,"Cervecería Catalana belongs to the same family as the also famous Ciudad Condal. It is a landmark when it comes to tapas in Barcelona and boasts a privileged location. Though prices are not low, it is always crowded, which says much in favor of the quality of the offer."
2307,13-05-2016 ,5.0,"A great way to get the Spanish-tapas experience. Go to the bar, get the servers to pay attention to you, order drinks and finger/tapas food right there, and interact with other clients, while you wait for your table. Everything we order was awesome."
2308,13-05-2016 ,5.0,"Visited this place on recommendation of our air bnb host and it did not disappoint. There was a queue out the door so we added our name to the list and came back about 11pm for some tasty tapas. I think we ordered almost everything from the menu but we hardly broke the bank, really affordable and the best tapas I've ever had!"
2309,12-05-2016 ,5.0,"Great food, you may have to wait for a table, but worth waiting as the food is excellent. A great combination of tapas, warm and friendly service, also outstanding value for money. Have recommended to others and would return to, if staying in the area."
2310,11-05-2016 ,5.0,"High quality ingredients for tasty, well cooked, elaborate Catalan and Spanish classics. In a sophisticated part of town, at a price that is above average but proportional to the quality of the cooking.Do not expect much from the staff. The service is in general not very attentive and quite expeditive.The place is always crowded and noisy but pleasant in a casual way.Beware! There are impossible queues always! You must get there as soon as they open-no reservations.All things considered, a delicious and entertaining meal."
2311,11-05-2016 ,3.0,"It is always too crowded, I am used to visit the restaurant once or twice a year, the food quality is good but too crowded, it is more for foreigner as tourist attraction than tapas bar to get the beer and some tapas with friends but the quality and variety is very good"
2312,10-05-2016 ,4.0,"Sunday lunch having just arrived in Barcelona: excellent. Bustling with a queue to get in, worth the short wait. This place is popular with locals and tourists alike. Good solid local cuisine well prepared and efficiently served in a lively restaurant. Recommended. "
2313,10-05-2016 ,3.0,"Best ""montaditos"" in town, without doubt. But if you have to wait hours for a table, and even are not able to gather a tiny space at the bar due to all the people hanging around, eating and drinking - better go to another place!"
2314,10-05-2016 ,4.0,"If you do not know spanish, you can speak to the server for recommendations and they will be pleased to assist. Enjoyed the dishes and we were there on a tuesday afternoon before 12pm so the restaurant was just filling up. Try to go early if not expect an hr or more waiting time for seats. "
2315,9-05-2016 ,5.0,Great tapas and really good for breakfast! Highly recommended to anyone wanting traditional local produce...amazing!
2316,9-05-2016 ,5.0,"The food was really good, really tasty. The prices were up to what we ate even cheaper. But the time to get a table is way too long "
2317,9-05-2016 ,5.0,"We succeeded in getting a table on our third try but it was soooo worth it. Came here on recommendation of our hotel concierge who said it was his favorite tapas bar. We ate on a Monday night at 7pm. There was a line by the time we left. No bookings available but absolutely superb food - worth a wait. Choose from the assorted montaditos which are on display at the bar, they look like daily specials. We had crab piled high on bread for 1.70. Menu items were dearer. Once seated go and choose from the display cabinet and they will bring to your table. Cheap food and wine. Don't miss it!"
2318,9-05-2016 ,5.0,"Cervercería Catalana has an optimal location, just 2 blocks away from Diagonal metro station and 4 blocks from Paseo de Gracia Metro Station. It is reachable by any means or in any direction. Its tapas are fresh, excellent quality, consistent service and product. The service is fast and flexible, although it is a fast paced place due to the amount of customers, you can have a nice and tranquil experience at the table. It is very crowded all the time with a balance between tourists and locals so if you don´t mind eating outside of standard hours go there outside peak hours ( 13.30-15.30) (20.00-22.30). As for the food anything you try is good, specially all sea food and montaditos (the tapa content on a slice of bread)."
2319,8-05-2016 ,5.0,"We ate her at the recommendation of the staff at the hotel we were staying. We informed it was the ""best tapas in Barcelona"" and least to say it tasted superb. The tapas was reasonably priced as was the drinks, we shared a jug of sangria. The atmosphere was lively and people were still queuing for a tables after midnight. "
2320,8-05-2016 ,5.0,"As many of Barcelona's restaurants they don't make reservations you have to go and wait for a table. But, it is worth it. The tapas are delicious and reasonably priced. If you want to eat tapas I recommend to go to this restaurant. "
2321,8-05-2016 ,5.0,Definitely a bad plan to go there the week-end of Mother's Day! It is the place to melt your credit card but it is beautiful and if you like shopping enjoy!
2322,8-05-2016 ,5.0,Busy place so we had to wait a bit which was fine. The staff were friendly and looked as if they had being doing this all of their life and enjoying it. Food was great. We got a selection of tapas and bread. Experience tapas at their best. 
2323,7-05-2016 ,4.0,"I stopped here after going to a FC Barcelona game- not near there, place was near my hotel. And open until 1:30AM.had a plate of small fried fish that was great...Chimay beer for less than 4 euros."
2324,7-05-2016 ,4.0,Excelent typical food in very modern Way to Service and Good beer nice Restaurant and very well Service the waitress are excelent
2325,6-05-2016 ,1.0,Food is ok. But gusy that work there are unprofessional and extremely unkind! From the first moment they show us the attitude like we are not wellcome.
2326,6-05-2016 ,4.0,"We loved three tapas..tender beef, artichoke and the small fried fish small plates.We shared a 1/2 bottle of wine for about 7 euros"
2327,6-05-2016 ,4.0,"We 've been there several times already and the tapas are still great. The have a menu that was in English which is better but the the menu of the day should be translated too.Service at the table is nice and efficicent but the one at the reception is a deception: there were a lot of people and to be put on the list, the receptionist ask us our name. The way she did it was very impolite. At each group coming she would say dryly : ""Name?!"" Like us a few persons were surprised by the tone but we didn't say anything in order to keep out place in line.This is why I give only 4 points. Next time, if the reception is the same, I'll go down to 3."
2328,6-05-2016 ,5.0,Great atmosphere and quick professional service once things started. Grab a glass or two at the bar and enjoy a bit of people watching. If you want to feel like a European don't miss this place as it is a real melting pot of different Nationalities.Staff are fast and professional and the food first class of its type.
2329,4-05-2016 ,5.0,"Service was quick and prompt. Make a reservation or be prepared to queue though. My friend and I went at about 730 pm thinking we'd have an early dinner - but we waited for about 45 minutes before we got a table. Perfecto tiempo para espana cena nonetheless! The grilled cuttlefish and bread with tomato remains the star of the tapas dinner despite and because of its simplicity and freshness. The place was bustling with people, was a wonderful dinner. We ordered the garlic prawns, grilled cuttlefish, bread with tomato, patata bravas, asparagus & mushroom and half a litre of sangria for two. We were filled and it cost us barely 45€ for this awesomeness, worth every bit of it!"
2330,4-05-2016 ,3.0,"This place usually draws a long queue of tourists. It's not particulary special but it's okay priced and quick. The ""camenbert crujiente"" is one of the better tapas if you go, order this one. But dont wait in line for this place. If you go, go early and have a quick dinner and then go for drinks somewhere else. "
2331,4-05-2016 ,5.0,Amazing food and Sangria! The place is super crowded in peak times so sometimes one has to wait for one or two hours to get a seat but it is definitely worth it!
2332,3-05-2016 ,2.0,"We were recommended this restaurant by the hotel as having fantastic food for a reasonable price. It was a reasonable price, service was ok, but the food was really disappointing. If you're looking for really great tapas go down the road and visit Vinitus"
2333,3-05-2016 ,5.0,"Enjoyable experience, well designed restaurant and a gastronomic fashionable and perfect when in celebration mood."
2334,3-05-2016 ,3.0,"Good tapas for a lunch experience but not fine dining. Enjoyed the assortment plate of several tapas. Most locals eat lunch around 2 pm, so lunch 12-1 is usually without waiting and not busy or hectic. "
2335,3-05-2016 ,5.0,"I took my mum and my aunties to this restaurant. Highly recommend to me by a lot of different people.You are not able to book a table so when we arrived we had an hour wait for our table.The restaurant was heaving! But that's always a good sign.We waited at the bar and after 45min secured a table outside.The food is great, typical tapas with a variety on the menu.Great value as we ordered lots of dishes and polished off three bottles of wine.Reasonably priced and came to €35 euros each.This included pudding, get the home made Spanish cake! Mmmmm.Restaurant is clean and good decor, service was brilliant and the waiter was really friendly.Would defo go back when in town! "
2336,3-05-2016 ,4.0,"It is so busy here you either have to stand at the bar and eat your tapas with a drink, like the locals, or wait until a table comes free. We stood and had a nice cold Cava with some olives while we waited. Once we had a table we got stuck in to what is said to be one of the best tapas places in Barcelona, and it is definitely up there a mongst the top places.We had the razor clams, grilled in a little oil with parsley and lemon, and they were exquisite; the black paella is a speciality and the full taste of the squid comes through the ink; the montaditos are good, as is the tomato bread - a Catalan dish that is serves with almost every dish the locals have - and we also had whitebait, anchovies, cuttlefish and fried green peppers. It was all good. If we had been in the city longer we would've definitely have gone back"
2337,3-05-2016 ,5.0,"This is my second visit to this restaurant and not disappointed. Feels like a real taste of spanish food and very good. Bar and atmosphere amazing. Had to wait a while, but had a drink at pinchos at the bar, so all part of the experience. Would definitely go again and recommend."
2338,1-05-2016 ,5.0,This cerveceria recommended by many friends and websites is up to the recommendations. We tried all the tapas which were mouthwatering and we ordered their Russian salad which was super. Save some place for the desert especially their coconut pudding. 
2339,1-05-2016 ,1.0,"A friend recommended this restaurant as being the best tapas place in Barcelona. Upon entering you have to sign up on the list and then you would be waiting one hour to get a table. The selection of tapas is very big but not much more than other tapas places. Tapas were good but I had better elsewhere as well. We had ordered several seafood dishes such as mussels, squid and prawns. This place is so busy they seem to rush the food preparation. Seafood dishes were rather undercooked. Fact is that both of our wives experienced afterwards serious food poisoning."
2340,1-05-2016 ,2.0,"We were advised to eat here by our Hotel. Sitting outside to eat for lunch seemed a good idea as they have a few pavement tables....all busy. So we asked , ""How long?"" and were told 40 mins.... we left our name and went for a walk. Returned to another 15 minute wait on the pavement, and were finally seated, having to head off several people who tried to skip the queue and nab 'our' table.Thereafter we were stared at by other people hanging around waiting for a table. Hadn't thought of that! The restaurant could prevent that by having a queue to one side of the restaurant.Ordered tapas....patatas bravas (chips topped with salad cream) good. Canneloni VERY poor. We had to ask what was inside...'chicken and pork'...shedded....texture of meat paste. Greek salad, DISGUSTING. Chopped tomatoes (not fresh) and tiny cubes of some cheese (not feta), no olives and no lettuce, no onions with 2 small pieces of bread (good). Calamari was 'fine'. The waiter of course had vanished immediately he dumped the tapas on the table so we ate what we could...scraped the contents of the canneloni to the side etc.We also had a (tiny) portion of '4 cheeses', which was 2 x a very thin slice of bread wrapped in the thinnest slice of cheese, with a diamond of the other 3 cheeses on top....the size of a postage stamp.....very tasty ....but basically two mouthfuls.Sorry we never thought to take pics.We thought the restaurant was too busy/understaffed? Service was poor. Food quality and value for money, so disappointing. Worst meal we had in Barcelona."
2341,30-04-2016 ,4.0,Visited here during a 4 day trip to Barcelona. Stopped for a late lunch on a Thursday and it wasn't too busy. Took the advice of others and requested a seat by the bar. You get to see the different type of tapas and can just point to what you want. Staff as others have said are a bit sour faced so don't expect smiles and laughs. The place has a kind of Benihana's feel to it and I must have seen at least 3 Japanese Chiefs in the kitchen. Food is lovely and well prepared but it is Touristy. Also if you do decide to sit at the bar it can get cramped really quick especially when ordering tapas as the plates pile up and can make it a bit uncomfortable with the person next to you. 
2342,30-04-2016 ,5.0,"Been there in my second time in Barcelona. Went there around 19.30. Got into the waiting list and we were served in a table after 45 minutes. The rich variety of the food gives you a nice dinner. Go there with empty stomach as you will want to order and taste most of them. All look and taste delicious. We ordered skewed prawns, grilled cuttlefish (this was the best to me), classic bread with tomato sauce and patatas bravas with ali-oli sauce. The service was quick and staff was friendly. I recommend the place and probably will go again "
2343,30-04-2016 ,4.0,Recently visited this restaurant twice while in Barcelona. First for dinner and then found it to be so good we ended up going back for lunch. The tenderloin sandwich Tapas and the mini burgers were huge hits with great flavor. Very crowded and no resos so plan ahead.
2344,29-04-2016 ,4.0,"Went here after getting some warm recommendations. I found a place to sit at the bar, as the place was packed and there was a line standing outside the place! So clearly, it was super popular.Went for 2 Tapas who were excellent, 2 kinds of alcohol (a beer and a digestif), desert and coffee for around 16 euro, which isn't all that expensive (at least for me).So I highly recommend this place, just make sure to order a place in advance as it is super popular!"
2345,28-04-2016 ,5.0,"I have been here several times. There is usually a long line, but the food is worth waiting for. Excellent!"
2346,27-04-2016 ,4.0,"I've visited this restaurant on my every visit to barcelona for a reason, the food is amazing! The price is also reasonable considering how good it is. The place is super busy and without a reservation during 9pm we had to wait over an hour to get a table. The atmosphere in the restaurant is really nice, but the waiters kept changing and I must say almost no one even smiled, even the woman at the door - most of the waiters looked just annoyed that they had yet another table. Even though the service wasn't good, the delicious food will keep me going back! "
2347,26-04-2016 ,4.0,"We visited this tapas restaurant on a busy weekend over Spanish lunch time. Since it was very busy and noisy inside, we chose to sit outside, but the counter seats inside are a cultural treat if they are not too busy!.Our waiter was informative, friendly and fast. Two of us shared 7 tapas dishes ( beef fillet, prawns, sardines, mushrooms, spicy potatoes, calamari,and a coconut dessert), and we were very full. All dishes were well seasoned and delicious (the fillet of beef served on a bun, and the prawns were outstanding. ). But experiment and try something out of your usual comfort zone ... each dish is small and reasonably priced, so a great chance to try something new."
2348,26-04-2016 ,5.0,"This is a fabulous restaurant in Barcelona that is open for breakfast, lunch and dinner. we went twice during our week stay in Barcelona because the food was so good. The service was friendly. The line outside proves just how delicious it is and it moves quickly so don't be discourage when you see many people waiting for a table."
2349,26-04-2016 ,3.0,"If you have never had tapas, this is a decent starting place. But, we have had better both In Barcelona and in Malaga. The ambience is rather nonexistent; the staff seemed exasperated by foreigners (not a good thing in a town full of them) and the calamari was a bit more than rubbery! We have enjoyed more and better before and since. BUT: they are OPEN ON SUNDAY! And that makes a big difference! Most other places are not open on Sunday...and that may explain the ""meh"" attitude and food....perhaps a bit frazzled at the hour we were there??"
2350,26-04-2016 ,5.0,"We know a lot of tapas bar in Barcelona, but this one is certainly one of the best place to be. Are you in the queue well be patient ! Your pleasure will be your recompense."
2351,26-04-2016 ,5.0,"The restaurant is bustling but it is all in good fun! The food was amazing, the waitstaff charming (and proficient in English), and the ambience attractive and lively, with the perfect mix of locals and tourists!!! I highly recommend!"
2352,25-04-2016 ,4.0,"Very fresh, busy and great selection....only issue...always crowded. Large sit down area but it pays to wait for a seat at the counter. There the selection is rotated and you see exactly what you want and order. Very reasonable for the neighborhood."
2353,25-04-2016 ,5.0,"I definitely recommend you to go! Tapas are more than delicious! I recommend you pimientos del padron, huevos cabreaos ( expect a big portion for this one) anchovies with vinegar, the olives are amazing too. Do not order langustinos, they are just boiled shrimps, choose the ones with garlic."
2354,25-04-2016 ,5.0,"After meeting a friend who lives in Barcelona he suggested taking us for Tapas. What a suprise,The food is amazing and the service friendly. if possible try and sit at the bar as it is a very busy resturant and it is so much easier to point at what you would like to eat. If you like sangria try a jug you will not be dissapointed. Also dont be put off by the queue as it moves fairly fast and the wait is worth it."
