,name,number_reviews,rating,address,city,lat,long,geometry
399,Gastro-Taqueria Mexicana,215,4.5,Carrer de Paris 38  Barcelona,Barcelona,41.3858589,2.1431843,POINT (2.1431843 41.3858589)
400,CocoVail Beer Hall,531,4.5,Carrer  Aragó 284 bis  Barcelona,Barcelona,41.5239718,2.2380047,POINT (2.2380047 41.5239718)
401,Bodega Joan,1637,4.0,Carrer  Rosellon 164  Barcelona,Barcelona,,,POINT EMPTY
402,Bangkok Cafe,522,4.0,Evarist Arnus 65  Barcelona,Barcelona,41.383800750000006,2.1360899440856222,POINT (2.1360899440856222 41.383800750000006)
403,Tapas 2254,1073,4.5,Consell De Cent 335  Barcelona,Barcelona,41.3915392,2.1655104,POINT (2.1655104 41.3915392)
404,Macchina Pasta Bar,1546,4.5,Carrer Escudellers 47 Barcelona,Barcelona,41.3800996,2.1767848,POINT (2.1767848 41.3800996)
405,La Mezcla,438,4.5,Plaça Sant Pere 10 Barcelona,Barcelona,41.3892336,2.1791039,POINT (2.1791039 41.3892336)
406,Sense Pressa,259,4.5,Carrer d  Enric Granados 96 Barcelona,Barcelona,41.3932807,2.1555711332623235,POINT (2.1555711332623235 41.3932807)
407,Todo Pasa,438,4.5,Vila I Vila 53 Paral Lel Barcelona,Barcelona,41.37489,2.1672715,POINT (2.1672715 41.37489)
408,Restaurante Cheriff,637,3.5,Ginebra 15 17  Barcelona,Barcelona,41.3820184,2.190172,POINT (2.190172 41.3820184)
409,Restaurante Mano Rota,469,4.0,Carrer Creu Dels Molers 4  Barcelona,Barcelona,41.3712137,2.1608278,POINT (2.1608278 41.3712137)
410,Restaurante BarcelonaMilano,619,4.0,Carrer de Villarroel 190 Barcelona,Barcelona,41.39119475,2.1492840654279233,POINT (2.1492840654279233 41.39119475)
411,Pura Brasa Rambla,844,4.0,Rambla Catalunya 13 Barcelona,Barcelona,42.0182508,2.2428768,POINT (2.2428768 42.0182508)
412,La Taverna de la Ronda,448,4.5,Ronda de Sant Pere 12 Barcelona,Barcelona,41.3884131,2.1717014,POINT (2.1717014 41.3884131)
413,Santa Ceviche,242,4.5,Carrer d Hostafrancs de Sió 11 Barcelona,Barcelona,41.3737281,2.1441636,POINT (2.1441636 41.3737281)
414,Eat Caribbean,314,4.5,Carrer  Montserrat 4  Barcelona,Barcelona,41.6127246,2.6512581,POINT (2.6512581 41.6127246)
415,La Gavina,2045,3.5,Plaza Pau Vila 1 Barcelona,Barcelona,,,POINT EMPTY
416,Restaurante Can Cargol,428,3.5,Valencia 324 Barcelona,Barcelona,41.3954245,2.1671726,POINT (2.1671726 41.3954245)
417,Fragments Café,463,3.5,Plaça de la Concòrdia 12  Barcelona,Barcelona,41.2226784,1.7216551,POINT (1.7216551 41.2226784)
418,Fismuler,511,4.0,Carrer Del Rec Comtal 17  Barcelona,Barcelona,41.3901336,2.1799602,POINT (2.1799602 41.3901336)
419,La Taula de Barcelona,247,4.5,Carrer Sant Màrius 8 Barcelona,Barcelona,41.4033804,2.1371605,POINT (2.1371605 41.4033804)
420,Antigua,1349,4.0,Marià cubí 59 Barcelona,Barcelona,41.3980086,2.1492952,POINT (2.1492952 41.3980086)
421,Anauco,881,4.5,Valencia 428  Barcelona,Barcelona,41.4020719,2.1759654,POINT (2.1759654 41.4020719)
422,Restaurante Filigrana,756,4.5,Carrer Tarragona 99 Barcelona,Barcelona,41.4950216,2.1558247,POINT (2.1558247 41.4950216)
423,3 Focs,620,4.0,Carrer  de Valencia 207 Barcelona,Barcelona,41.3902658,2.15992,POINT (2.15992 41.3902658)
424,La Bella Napoli,459,4.0,Carrer VILLARROEL 101 Barcelona,Barcelona,41.3850552,2.1567958,POINT (2.1567958 41.3850552)
425,Restaurante Seoul,415,4.5,Avenida gaudi70 Barcelona,Barcelona,,,POINT EMPTY
426,Wine Mood,393,5.0,Villaroel 26  Barcelona,Barcelona,41.7157918,2.6873912,POINT (2.6873912 41.7157918)
427,BLAI TONIGHT,519,4.5,Carrer  BLAI 23 25  Barcelona,Barcelona,41.3734583,2.1650747,POINT (2.1650747 41.3734583)
428,Ca l'isidre,440,4.5,Carrer De les Flors 12  Barcelona,Barcelona,41.3759578,2.1682015,POINT (2.1682015 41.3759578)
429,Yashima,503,4.0,Avda  Josep Tarradellas 145  Barcelona,Barcelona,41.3116979,2.0166259,POINT (2.0166259 41.3116979)
430,L'Antica Pizzeria Da Michele BCN,514,3.5,Consell de Cent 336 Barcelona,Barcelona,41.3915392,2.1655104,POINT (2.1655104 41.3915392)
431,Arrosseria Xàtiva Gràcia,830,4.0,Carrer  Torrent d en Vidalet 26 Barcelona,Barcelona,41.4038352,2.1596912,POINT (2.1596912 41.4038352)
432,Elche,1084,4.0,Vila I Vila 71 Barcelona,Barcelona,41.3824476,2.1172078,POINT (2.1172078 41.3824476)
433,L'Escamarlà,737,3.0,Passeig Maritim 40 Barcelona,Barcelona,41.6388198,2.7333148,POINT (2.7333148 41.6388198)
434,Bismillah Kebabish,286,4.5,22 Carrer de Joaquin Costa  Barcelona,Barcelona,41.3819856,2.1664942,POINT (2.1664942 41.3819856)
435,Baluard Barceloneta,431,4.5,Baluard 38 40 baixos  Barcelona,Barcelona,,,POINT EMPTY
436,L'olivera,489,4.5,Carrer Dels Escultors Claperos 39  Barcelona,Barcelona,41.4058547,2.1893093,POINT (2.1893093 41.4058547)
437,The Green Spot,781,4.0,Carrer  de la Reina Cristina 12  Barcelona,Barcelona,41.381876,2.1836445,POINT (2.1836445 41.381876)
438,LomoAlto BCN,685,4.0,Carrer Arago 283 285  Barcelona,Barcelona,41.5239718,2.2380047,POINT (2.2380047 41.5239718)
439,Mamarosa Beach,774,3.5,Passeig Mare Nostrum 19 21 Barcelona,Barcelona,41.3691463,2.1899766,POINT (2.1899766 41.3691463)
440,Sushiraku,207,4.5,08036  Barcelona,Barcelona,41.390409488191864,2.151555257853916,POINT (2.151555257853916 41.390409488191864)
441,Com a Itàlia,323,4.5,Carrer  Sant Quinti 39 Barcelona,Barcelona,41.4135689,2.177933,POINT (2.177933 41.4135689)
442,La Pizza del Born,527,4.0,Pàsseig del Born 22 Barcelona,Barcelona,41.3845664,2.1828742,POINT (2.1828742 41.3845664)
443,el tianguis,334,4.0,Villarroel 42  Barcelona,Barcelona,41.38253365,2.1608243136869922,POINT (2.1608243136869922 41.38253365)
444,Teddy's Barcelona,894,5.0,Carrer Escudellers 12  Barcelona,Barcelona,41.3803169,2.1762014,POINT (2.1762014 41.3803169)
445,Xerta Restaurant,458,4.0,Carrer  Corsega 289 Barcelona,Barcelona,41.394569,2.1565496,POINT (2.1565496 41.394569)
446,Vic Braseria,1054,4.5,Sicilia 202  Barcelona,Barcelona,41.3972342,2.1795502268960916,POINT (2.1795502268960916 41.3972342)
447,El Gran Cafè,1271,3.5,Carrer d Avinyó 9 Barcelona,Barcelona,41.3813599,2.1763298,POINT (2.1763298 41.3813599)
448,La Lluna Restaurant,644,4.0,Carrer  Santa Anna 20 Barcelona,Barcelona,41.4944635,2.1415431,POINT (2.1415431 41.4944635)
449,El Mercader de L'Eixample,510,4.0,Carrer Mallorca 239 Barcelona,Barcelona,41.4936096,2.1863173,POINT (2.1863173 41.4936096)
450,Marina Port Vell Restaurant,570,4.0,Moll de la Barceloneta 1  Barcelona,Barcelona,41.380541,2.186187,POINT (2.186187 41.380541)
451,Casa Masana,588,3.5,Carrer de Balmes 129 Barcelona,Barcelona,41.3929979,2.1574889,POINT (2.1574889 41.3929979)
452,Ristorante Meraviglioso,302,4.5,Carrer de Valencia 28  Barcelona,Barcelona,41.3799477,2.1466305,POINT (2.1466305 41.3799477)
453,Restaurante La Boca Agua,2018,4.0,Passeig Marítim de la Barceloneta 30  Barcelona,Barcelona,41.3854855,2.1966944,POINT (2.1966944 41.3854855)
454,Raco De La Vila,1326,4.0,Carrer  Ciutat De Granada 33 Barcelona,Barcelona,41.4040457,2.1907711,POINT (2.1907711 41.4040457)
455,Big Al's American Kitchen,706,4.5,Corsega 178  Barcelona,Barcelona,41.3894699,2.1502954,POINT (2.1502954 41.3894699)
456,BRO,878,4.5,Baluard 34  Barcelona,Barcelona,41.3803721,2.1887387,POINT (2.1887387 41.3803721)
457,Casa Delfin,1793,4.0,Passeig del Born 36 Barcelona,Barcelona,41.3847576,2.1828059042477834,POINT (2.1828059042477834 41.3847576)
458,Casa de Tapas Cañota,1583,4.0,Lleida 7  Barcelona,Barcelona,41.5407396,2.2122634,POINT (2.2122634 41.5407396)
459,Menssana,1417,4.5,Carrer Sardenya 48  Barcelona,Barcelona,41.5298238,2.0708297,POINT (2.0708297 41.5298238)
460,Semproniana,930,4.0,Rosselló 148  Barcelona,Barcelona,41.3910022,2.1545564,POINT (2.1545564 41.3910022)
461,The Market Perú,635,4.0,Carrer Gran de Gràcia 7 Barcelona,Barcelona,41.4020235,2.1530924,POINT (2.1530924 41.4020235)
462,Bar Restaurante Guixot,223,4.5,Riereta 8 Barcelona,Barcelona,41.3785996,2.1675992,POINT (2.1675992 41.3785996)
463,Petit Pau Restaurant,832,4.5,Carrer de l Espanya Industrial num  22  Barcelona,Barcelona,,,POINT EMPTY
464,Nuba,662,3.5,Carrer  Doctor Fleming 12 14 Barcelona,Barcelona,42.0115374,1.8438965,POINT (1.8438965 42.0115374)
465,Restaurante Biocenter,743,4.0,Pintor Fortuny 25 Barcelona,Barcelona,41.3825765,2.1694364,POINT (2.1694364 41.3825765)
466,Abrassame,1582,4.0,Gran Via de Las Corts Catalanes 373 385 Barcelona,Barcelona,,,POINT EMPTY
467,Pomarada,513,4.0,Passeig de Gracia 78  Barcelona,Barcelona,41.3938813,2.1632707,POINT (2.1632707 41.3938813)
468,El Rincón de la Abuela Venezolana,333,4.0,Carrer  Mallorca 470 Barcelona,Barcelona,41.4936096,2.1863173,POINT (2.1863173 41.4936096)
469,L'Antic Bocoi del Gotic,996,4.5,Baixada de Viladecols 3 Barcelona,Barcelona,41.3820812,2.1794256,POINT (2.1794256 41.3820812)
470,Euskal Etxea,1376,4.0,Placeta de Montcada 1 Barcelona,Barcelona,41.3845278,2.1819636,POINT (2.1819636 41.3845278)
471,Majide,297,4.0,Carrer Tallers48 bis Barcelona,Barcelona,,,POINT EMPTY
472,Pulpería A'Gudiña,488,4.0,Carrer d Entença 2  Barcelona,Barcelona,41.3755165,2.1563351,POINT (2.1563351 41.3755165)
473,Mussol Aragó,1066,3.5,Carrer Arago 261 Barcelona,Barcelona,41.5239718,2.2380047,POINT (2.2380047 41.5239718)
474,Shibui,560,3.5,Carrer Comte d Urgell Barcelona,Barcelona,41.3296319,1.9331417,POINT (1.9331417 41.3296319)
475,Balthazar,951,3.5,Rossello 189 Barcelona,Barcelona,41.391846,2.1551614,POINT (2.1551614 41.391846)
476,Rangoli,609,4.0,Passeig Joan de Borbo 78  Barcelona,Barcelona,41.37477585,2.1884251791453435,POINT (2.1884251791453435 41.37477585)
477,Orio Gòtic,1656,4.0,Carrer de Ferran 38 Barcelona,Barcelona,41.3819545,2.1763606,POINT (2.1763606 41.3819545)
478,Mussol Arenas,1181,3.5,Carrer  Gran Via de les Corts Catalanes  Barcelona,Barcelona,41.7185947,2.6773112,POINT (2.6773112 41.7185947)
479,La Botiga Arenas,1160,3.5,Gran Via de les Corts Catalanes 373 385 Barcelona,Barcelona,41.376315649999995,2.1493205999999994,POINT (2.1493205999999994 41.376315649999995)
480,The Wild Rover Irish Pub Barcelona,391,4.5,Carrer Santa Monica 2 Barcelona,Barcelona,41.3264546,1.9263182386894737,POINT (1.9263182386894737 41.3264546)
481,Memorias de China,299,4.0,Carrer de Lincoln 17  Barcelona,Barcelona,41.4004506,2.1499322,POINT (2.1499322 41.4004506)
482,La Monroe,513,4.0,Placa Salvador Segui 1 9  Barcelona,Barcelona,41.378512650000005,2.170965940430206,POINT (2.170965940430206 41.378512650000005)
483,Frankie Gallo Cha Cha Cha,335,4.0,Marques De Barbera 15  Barcelona,Barcelona,41.3787183,2.1726365,POINT (2.1726365 41.3787183)
484,Brugarol Barcelona,324,5.0,Carrer de Salomó Ben Adret 10 Barcelona,Barcelona,41.3827532,2.175735,POINT (2.175735 41.3827532)
485,La Muscleria,893,4.0,Mallorca 290 Barcelona,Barcelona,41.3964349,2.1662057,POINT (2.1662057 41.3964349)
486,El Yantar de la Ribera,441,4.0,Roger de Flor 114  Barcelona,Barcelona,41.3926005,2.1813777,POINT (2.1813777 41.3926005)
487,Madre Lievito,514,4.0,Carrer de la Llacuna 1 Barcelona,Barcelona,41.3976567,2.2033083,POINT (2.2033083 41.3976567)
488,Woki Organic Market,784,4.0,Ronda Universitat 20 Barcelona,Barcelona,41.3867942,2.167712,POINT (2.167712 41.3867942)
489,Ukai Eixample,428,4.0,Carrer  Mallorca 188  Barcelona,Barcelona,41.4936096,2.1863173,POINT (2.1863173 41.4936096)
490,Chez Coco,557,4.0,Diagonal 465 Barcelona,Barcelona,41.387922250526316,2.12742262,POINT (2.12742262 41.387922250526316)
491,La Central Hamburgueseria - Laietana,1103,4.5,Via Laietana 45 Barcelona,Barcelona,41.3867481,2.1749518,POINT (2.1749518 41.3867481)
492,Ascent Restaurant,418,4.5,Carrer dels Arcs 10  Barcelona,Barcelona,41.38485705,2.1746854240559887,POINT (2.1746854240559887 41.38485705)
493,Abirradero,561,4.5,Carrer Vila i Vila 77 Barcelona,Barcelona,41.3741835,2.1683838,POINT (2.1683838 41.3741835)
494,Sensi Bistro Barcelona,2122,4.5,Carrer del Regomir 4  Barcelona,Barcelona,41.3814609,2.1789786,POINT (2.1789786 41.3814609)
495,El 58,1332,4.5,Rambla del Poblenou 58 Barcelona,Barcelona,41.4004427,2.2022947,POINT (2.2022947 41.4004427)
496,Horchateria Sirvent,175,4.5,Carrer  Parlament 56 Barcelona,Barcelona,41.3773962,2.1640074,POINT (2.1640074 41.3773962)
497,La Paradeta El Born,1749,4.5,Carrer Comercial 7 Barcelona,Barcelona,41.386252,2.1839263,POINT (2.1839263 41.386252)
498,Bordeaux - Cuina Oberta,332,4.5,Carrer Del Taquigraf Garriga 34 Barcelona,Barcelona,41.5387347,1.8662983,POINT (1.8662983 41.5387347)
499,Sagardi BCN Centre,431,4.0,Carrer de Muntaner 70 Barcelona,Barcelona,41.387355400000004,2.1590481060545366,POINT (2.1590481060545366 41.387355400000004)
500,Bar Celta Pulperia,1046,4.0,Carrer Simo Oller 3 Barcelona,Barcelona,41.3798881,2.1800552,POINT (2.1800552 41.3798881)
501,Casa Guinart,1126,4.0,Ramblas 95 Barcelona,Barcelona,24.8328271,-107.4338551,POINT (-107.4338551 24.8328271)
502,La Catrina de Barcelona,225,4.5,Carrer Sardenya 196  Barcelona,Barcelona,41.5298238,2.0708297,POINT (2.0708297 41.5298238)
503,Flaherty's Irish Pub,1712,4.5,Plaza Joaquim Xirau  Barcelona,Barcelona,41.3713457,2.1892623671651092,POINT (2.1892623671651092 41.3713457)
504,Firo Tast,361,4.0,Avenida Gaudí 83  Barcelona,Barcelona,,,POINT EMPTY
505,The Chipiron,1509,3.5,Maremagnum  Moll D Espanya  Port Vell   Barcelona,Barcelona,,,POINT EMPTY
506,McDonald's,390,3.0,Carrer  Pelai 62  Barcelona,Barcelona,41.3857905,2.1675722,POINT (2.1675722 41.3857905)
507,El Tiet Taver-Teca Taverna Gastronomica,356,4.5,Corsega 382  Barcelona,Barcelona,41.3994207,2.1633957,POINT (2.1633957 41.3994207)
508,Chill Bar Barcelona,1022,4.5,Carrer  Provenca 424  Barcelona,Barcelona,41.5294834,2.0683511,POINT (2.0683511 41.5294834)
509,Topik,488,4.0,Carrer  Valencia 199 Barcelona,Barcelona,41.6051452,2.3006586,POINT (2.3006586 41.6051452)
510,"SAGÀS - Pagesos, Cuiners & Co.",473,4.0,Pla de Palau 13 Barcelona,Barcelona,41.3833296,2.18343,POINT (2.18343 41.3833296)
511,Alsur Cafe,979,4.0,Plaça de Sant Cugat 1  Barcelona,Barcelona,41.3864444,2.1800779,POINT (2.1800779 41.3864444)
512,Asador de Aranda Pau Claris,641,4.0,Carrer  Pau Claris 70  Barcelona,Barcelona,41.9137074,2.2301625,POINT (2.2301625 41.9137074)
513,Las Mañanitas - Tex Mex Bcn,471,4.0,Gran Via de les Cortes Catalanes 715  Barcelona,Barcelona,,,POINT EMPTY
514,Entrepanes Diaz,341,4.0,Carrer  Pau Claris 189 Barcelona,Barcelona,41.9137074,2.2301625,POINT (2.2301625 41.9137074)
515,El Nacional - La Braseria,632,3.5,Passeig de Gracia 24 bis  Barcelona,Barcelona,41.3905227,2.1682552,POINT (2.1682552 41.3905227)
516,Wakasa,184,4.5,Napols 287 Barcelona,Barcelona,41.40282517017544,2.1693703578947368,POINT (2.1693703578947368 41.40282517017544)
517,Prado de Flores,701,4.0,Carrer  Santa Anna 11 Barcelona,Barcelona,41.4944635,2.1415431,POINT (2.1415431 41.4944635)
518,SantaGula,964,4.5,Plaza Narcís Oller 3 Barcelona,Barcelona,,,POINT EMPTY
519,Assunta Barcelona,314,4.5,Carrer de Provença 300 Barcelona,Barcelona,41.3953346,2.1624519,POINT (2.1624519 41.3953346)
520,Granja La Pallaresa,1038,4.0,Carrer de Petritxol 11  Barcelona,Barcelona,41.3828951,2.1728035,POINT (2.1728035 41.3828951)
521,El Cercle,1332,4.0,Carrer dels Arcs 5  Barcelona,Barcelona,41.3844934,2.1744806,POINT (2.1744806 41.3844934)
522,La Hacienda,467,3.5,Carrer del Rec 69 Barcelona,Barcelona,41.3845373,2.183598,POINT (2.183598 41.3845373)
523,Red Garter Barcelona,276,4.5,Passeig de Colom 23  Barcelona,Barcelona,41.3775516,2.1788947,POINT (2.1788947 41.3775516)
524,Quinto Quinta,1046,4.0,Gran Via de les Corts Catalanes 373 Barcelona,Barcelona,41.376315649999995,2.1493205999999994,POINT (2.1493205999999994 41.376315649999995)
525,The Coffee House Barcelona,119,5.0,Carrer Valencia 143 Barcelona,Barcelona,41.6051452,2.3006586,POINT (2.3006586 41.6051452)
526,La Pubilla,666,4.5,Placa de la Llibertat 23  Barcelona,Barcelona,41.3995666,2.153683,POINT (2.153683 41.3995666)
527,ÖUZÖ Barcelona,78,4.5,Rambla de Fabra i Puig 66 Barcelona,Barcelona,41.430238,2.1847635,POINT (2.1847635 41.430238)
528,Arc Iris Restaurant Vegetarià,354,4.5,Roger de Flor 216 Barcelona,Barcelona,41.3998386,2.1715382,POINT (2.1715382 41.3998386)
529,Bestial,1216,3.5,Ramón Trias Fargas 2 4  Barcelona,Barcelona,41.3858135,2.1967637,POINT (2.1967637 41.3858135)
530,La Catrina Fusion,247,4.5,Providencia 88 Barcelona,Barcelona,-33.4253328,-70.61163,POINT (-70.61163 -33.4253328)
531,Petra,696,4.5,Sombrerers 13  Barcelona,Barcelona,41.3839149,2.1817695,POINT (2.1817695 41.3839149)
532,Bar Mut,1354,4.0,pau Claris 192  Barcelona,Barcelona,41.3972867,2.1612562,POINT (2.1612562 41.3972867)
533,Yamadori,284,4.0,Aribau   66  Barcelona,Barcelona,41.3889122,2.1589454,POINT (2.1589454 41.3889122)
534,Patrón,1054,4.0,Travessera GRACIA 44 Barcelona,Barcelona,41.3953917,2.1487838,POINT (2.1487838 41.3953917)
535,Alsur Café (Llúria),1331,4.0,Roger de Llúria 23  Barcelona,Barcelona,41.3892157,2.1835839,POINT (2.1835839 41.3892157)
536,Dona Rosa,907,4.5,Carrer de Ferlandina 27 Barcelona,Barcelona,41.3825699,2.1664141,POINT (2.1664141 41.3825699)
537,Cafe De L'Academia,1272,4.5,Placa St Just Lledo 1 Barcelona,Barcelona,,,POINT EMPTY
538,Alquimia Barcelona,200,5.0,Carrer D Aribau 77 Barcelona,Barcelona,41.3893622,2.1579106,POINT (2.1579106 41.3893622)
539,Nineteen Restaurant,298,4.5,Pl  de Catalunya 19 Barcelona,Barcelona,41.3862014,2.1711443,POINT (2.1711443 41.3862014)
540,Baritimo,859,4.0,Moll de Espanya 5 Barcelona,Barcelona,,,POINT EMPTY
541,Cafè de la Pedrera,971,4.0,Passeig de Gracia 92 Barcelona,Barcelona,41.3952564,2.1615724,POINT (2.1615724 41.3952564)
542,Pastelerias Mauri,741,4.0,Rambla de Catalunya 102 Barcelona,Barcelona,41.3938965,2.1599398,POINT (2.1599398 41.3938965)
543,Restaurant La Estrella,406,4.5,Carrer  Ocata 6  Barcelona,Barcelona,41.3837871,2.1850457,POINT (2.1850457 41.3837871)
544,The fish & chips shop,851,4.5,Carrer  Rocafort 70  Barcelona,Barcelona,41.7951111,1.9470039,POINT (1.9470039 41.7951111)
545,Restaurant Windsor,689,4.5,Corsega 286  Barcelona,Barcelona,41.3945914,2.1572605,POINT (2.1572605 41.3945914)
546,El Boliche del Gordo Cabrera,446,4.5,Consell de Cent 338 Barcelona,Barcelona,41.3915392,2.1655104,POINT (2.1655104 41.3915392)
547,Messié Sin Gluten,589,4.5,Siracusa 15 Barcelona,Barcelona,41.4009123,2.1594823,POINT (2.1594823 41.4009123)
548,Vivant,865,4.5,Consell de Cent 394  Barcelona,Barcelona,41.39577490545659,2.172127025346453,POINT (2.172127025346453 41.39577490545659)
549,Picnic Restaurant,770,4.5,1 Carrer del Comerc  Barcelona,Barcelona,41.2264612,1.7251879,POINT (1.7251879 41.2264612)
550,En Ville,765,4.5,Carrer del Dr  Dou 14 Barcelona,Barcelona,41.3829276,2.1685553,POINT (2.1685553 41.3829276)
551,Rosa del Raval,1009,4.0,Carrer dels Àngels 6 Barcelona,Barcelona,41.3819164,2.1687596,POINT (2.1687596 41.3819164)
552,Melo-Jia,296,4.5,Carrer  Córsega 250  Barcelona,Barcelona,41.3934208,2.1556573508589496,POINT (2.1556573508589496 41.3934208)
553,Izakaya Ramen House,560,4.5,Ronda Sant Pau 7 Barcelona,Barcelona,41.3770814,2.1651459,POINT (2.1651459 41.3770814)
554,65 Degrees Barcelona,173,5.0,Carrer del Davant del Portal Nou 3  Barcelona,Barcelona,41.3896653,2.181268,POINT (2.181268 41.3896653)
555,Suculent,803,4.0,Rambla del Raval 45 Barcelona,Barcelona,41.3781806,2.1704052,POINT (2.1704052 41.3781806)
556,La Taverna del Clínic,751,4.0,Rossello 155 Barcelona,Barcelona,41.387466,2.149678,POINT (2.149678 41.387466)
557,Blue Spot Barcelona,252,3.5,Passeig Joan de Borbó 101 Barcelona,Barcelona,41.3687343,2.1884028,POINT (2.1884028 41.3687343)
558,Colmado,316,4.0,Provença 236  Barcelona,Barcelona,41.39156175,2.157726238781846,POINT (2.157726238781846 41.39156175)
559,Restaurante Japones Ta Mi,369,4.0,Carrer de Nàpols 229 Barcelona,Barcelona,41.4003636,2.1726422,POINT (2.1726422 41.4003636)
560,Julivert Meu,896,4.0,Carrer  Bonsuccés 7  Barcelona,Barcelona,41.384338,2.1703394,POINT (2.1703394 41.384338)
561,Casa Jordi,318,4.5,Passatge MARIMON 18 Barcelona,Barcelona,41.39445995,2.1476711779653024,POINT (2.1476711779653024 41.39445995)
562,Restaurante MIAN,542,4.5,Girona 49  Barcelona,Barcelona,41.3934911,2.172635,POINT (2.172635 41.3934911)
563,Restaurante Solomillo,596,4.5,Mallorca 251 Barcelona,Barcelona,41.3931876,2.1615252,POINT (2.1615252 41.3931876)
564,Granja M. Viader,937,4.0,Carrer  Xuclà 4 6  Barcelona,Barcelona,41.383021,2.1710542,POINT (2.1710542 41.383021)
565,Somewhere  Aribau,349,4.5,Aribau 101  Barcelona,Barcelona,41.3936645,2.1522863,POINT (2.1522863 41.3936645)
566,Mutenroshi Ramen,753,4.0,Carrer de Sant Agusti 10 Barcelona,Barcelona,41.3982888,2.1607353,POINT (2.1607353 41.3982888)
567,Núria,1603,3.5,Rambla de Canaletes 133 Barcelona,Barcelona,41.3853058,2.1700097,POINT (2.1700097 41.3853058)
568,Lexi's restaurant & cocktail bar,456,4.0,Aribau 38 Barcelona,Barcelona,41.38764905,2.160799710093527,POINT (2.160799710093527 41.38764905)
569,Taverna del Bisbe,1434,3.5,Av  Cathedral 6 8  Barcelona,Barcelona,,,POINT EMPTY
570,A estrela Galega,188,4.5,Rosalia de Castro 26  Barcelona,Barcelona,41.3571456,2.0832374,POINT (2.0832374 41.3571456)
571,El Nacional - La Llotja,607,4.0,Passeig de Gràcia 24 bis Barcelona,Barcelona,41.3905227,2.1682552,POINT (2.1682552 41.3905227)
572,Roig Robí,317,4.0,Carrer  Séneca 20 Barcelona,Barcelona,41.3968928,2.1562774,POINT (2.1562774 41.3968928)
573,Grasshopper,286,4.0,Placa De La Llana 9  Barcelona,Barcelona,41.3851342,2.1793056,POINT (2.1793056 41.3851342)
574,Tramonti 1980,298,4.0,Avda  Diagonal 501 Barcelona,Barcelona,41.38742302526315,2.12551246,POINT (2.12551246 41.38742302526315)
575,La Caravana,268,4.5,Carrer de Mozart 15 Barcelona,Barcelona,41.2696155,1.7264697,POINT (1.7264697 41.2696155)
576,Massimo,252,4.0,Via Augusta 217 Barcelona,Barcelona,41.397585410433535,2.136652775919313,POINT (2.136652775919313 41.397585410433535)
577,La Llibertaria,406,4.5,Tallers 48 Barcelona,Barcelona,41.3851075,2.1652662,POINT (2.1652662 41.3851075)
578,Koku Kitchen Ramen & Gyoza Bar,360,4.5,Carrer del Comerc 29  Barcelona,Barcelona,41.3848851,2.1844247,POINT (2.1844247 41.3848851)
579,Asador de Aranda Londres,335,4.0,Carrer  Londres 94 Barcelona,Barcelona,41.5965593,2.2792652,POINT (2.2792652 41.5965593)
580,Sato I Tanaka,134,5.0,Bruc 79 Barcelona,Barcelona,41.3945422,2.1689631,POINT (2.1689631 41.3945422)
581,Boca Chica,654,4.0,Passatge de la Concepcio No 14  Barcelona,Barcelona,41.3951188,2.1608485,POINT (2.1608485 41.3951188)
582,Kiosko Universal,874,4.5,Mercat de La Boqueria  Barcelona,Barcelona,41.38173595,2.1715515301102215,POINT (2.1715515301102215 41.38173595)
583,El Racó - Rambla Catalunya,870,4.0,Rambla Catalunya 25 Barcelona,Barcelona,42.0182508,2.2428768,POINT (2.2428768 42.0182508)
584,Kao Dim Sum,282,3.5,Carrer Del Bisbe Sivilla 48 Barcelona,Barcelona,41.6135058,2.6575028,POINT (2.6575028 41.6135058)
585,La Tomaquera,319,3.5,Carrer de Margarit 58  Barcelona,Barcelona,41.3723023,2.1629951,POINT (2.1629951 41.3723023)
586,Restaurante Salero,361,4.0,Carrer de Tordera 10 12  Barcelona,Barcelona,41.400858,2.1605394,POINT (2.1605394 41.400858)
587,Taller de Tapas,2260,4.0,Rambla de les Flors 108  Barcelona,Barcelona,41.3815258,2.1726713,POINT (2.1726713 41.3815258)
588,Sirvent Barcelona,400,4.0,Ronda Sant Pau 67  Barcelona,Barcelona,41.3780217,2.1637167,POINT (2.1637167 41.3780217)
589,El Mexicano de Barcelona,264,4.0,Carrer  Villarroel 233 Barcelona,Barcelona,41.390991,2.148689720365108,POINT (2.148689720365108 41.390991)
590,Oria Restaurant,965,4.5,Passeig de Gracia 75  Barcelona,Barcelona,41.3937566,2.162242,POINT (2.162242 41.3937566)
591,Kanada-Ya Barcelona,59,4.5,Carrer de València 240 Barcelona,Barcelona,41.3904919,2.1606175,POINT (2.1606175 41.3904919)
592,El Tío Che,265,4.0,Rambla del Poblenou 44 Barcelona,Barcelona,41.4000539,2.2028611,POINT (2.2028611 41.4000539)
593,El Rodizio,550,3.5,Carrer del Consell de Cent 403 Barcelona,Barcelona,41.3954094,2.1711715,POINT (2.1711715 41.3954094)
594,Caelum,825,4.0,Carrer de la Palla 8  Barcelona,Barcelona,41.3830263,2.1743722,POINT (2.1743722 41.3830263)
595,Can Mano,1384,4.5,Carrer  del Baluard 12 Barcelona,Barcelona,41.3811461,2.1884306,POINT (2.1884306 41.3811461)
